python-appdirs 1.4.3-5
python-atspi 2.34.0-3
python-babel 2.7.0-3
python-cairo 1.18.2-3
python-chardet 3.0.4-4
python-dbus 1.2.12-1
python-dbus-common 1.2.12-1
python-docutils 0.14-4
python-evdev 1.2.0-3
python-gobject 3.34.0-3
python-html2text 2019.8.11-3
python-idna 2.8-3
python-imagesize 1.1.0-3
python-jinja 2.10.3-3
python-markupsafe 1.1.1-3
python-packaging 19.2-5
python-pillow 6.2.0-4
python-powerline 2.7-4
python-pygments 2.4.2-3
python-pyparsing 2.4.5-1
python-pytz 2019.3-3
python-pywal 3.3.0-2
python-requests 2.22.0-3
python-setproctitle 1.1.10-5
python-setuptools 1:41.2.0-5
python-six 1.13.0-2
python-snowballstemmer 2.0.0-3
python-sphinx 2.2.1-2
python-sphinx-alabaster-theme 0.7.12-3
python-sphinxcontrib-applehelp 1.0.1-4
python-sphinxcontrib-devhelp 1.0.1-4
python-sphinxcontrib-htmlhelp 1.0.2-4
python-sphinxcontrib-jsmath 1.0.1-4
python-sphinxcontrib-qthelp 1.0.2-4
python-sphinxcontrib-serializinghtml 1.1.3-4
python-urllib3 1.25.7-1
python-xdg 0.26-4
python-yaml 5.1.2-3
python2 2.7.17-1
python2-cairo 1.18.2-3
python2-gobject2 2.28.7-3
python2-wxpython3 3.0.2.0-2
qbittorrent 4.1.9-1
qca 2.2.1-3
qemu 4.1.0-5
qemu-arch-extra 4.1.0-5
qpdf 9.0.2-1
qt5-base 5.13.2-2
qt5-declarative 5.13.2-1
qt5-graphicaleffects 5.13.2-1
qt5-location 5.13.2-2
qt5-multimedia 5.13.2-1
qt5-quickcontrols 5.13.2-1
qt5-quickcontrols2 5.13.2-1
qt5-sensors 5.13.2-1
qt5-speech 5.13.2-1
qt5-svg 5.13.2-1
qt5-webchannel 5.13.2-1
qt5-webkit 5.212.0alpha3-6
qt5-x11extras 5.13.2-1
ranger 1.9.2-2
raptor 2.0.15-12
rasqal 1:0.9.33-2
re2 20191101-1
readline 8.0.001-1
redland 1:1.0.17-7
reiserfsprogs 3.6.27-2
rest 0.8.1-1
rhash 1.3.8-1
ripgrep 11.0.2-1
rofi 1.5.4-1
rpcbind 1.2.5-2
rsync 3.1.3-1
rtkit 0.12-1
rtmpdump 1:2.4.r96.fa8646d-5
run-parts 4.8.6.1-1
runelite 1:1.5.40-1
rxvt-unicode 9.22-9
rxvt-unicode-terminfo 9.22-9
rygel 0.38.2-1
s-nail 14.9.15-1
sane 1.0.28-1
sbc 1.4-1
sdl 1.2.15-13
sdl2 2.0.10-1
sdl_image 1.2.12-5
sdl_ttf 2.0.11-5
seabios 1.12.1-1
sed 4.7-2
semver 6.3.0-2
shaderc 2019.0-3
shadow 4.7-2
shared-color-targets 0.1.7-2
shared-mime-info 1.15-1
signon-kwallet-extension 19.08.3-1
signon-plugin-oauth2 0.24-2
signon-ui 0.17+20150611-2
signond 8.60-1
siji-git r23.c691f20-1
simple-scan 3.34.1-1
slang 2.3.2-1
smbclient 4.10.10-2
snappy 1.1.7-1
solid 5.64.0-1
sonnet 5.64.0-1
sound-theme-freedesktop 0.8-3
soundtouch 2.1.2-1
spandsp 0.0.6-2
speech-dispatcher 0.9.1-3
speex 1.2.0-2
speexdsp 1.2.0-1
spice 0.14.2-1
spice-gtk 0.37-1
spirv-tools 2019.3-2
spotify 1:1.1.10.546-1
sqlite 3.30.1-1
srt 1.4.0-1
st 0.8.2-10
startup-notification 0.12-6
steam 1.0.0.61-3
sudo 1.8.29-1
suitesparse 5.6.0-1
sushi 3.34.0-1
sysfsutils 2.1.0-10
systemd 243.78-2
systemd-libs 243.78-2
systemd-sysvcompat 243.78-2
t1lib 5.1.2-7
taglib 1.11.1-3
talloc 2.2.0-3
tar 1.32-2
tcl 8.6.9-2
tdb 1.3.18-4
telepathy-glib 0.24.1-2
tevent 1:0.9.39-4
texinfo 6.7-1
thin-provisioning-tools 0.8.5-2
threadweaver 5.64.0-1
thunar 1.8.11-1
tk 8.6.9.1-2
tor 0.4.1.6-1
tor-browser 9.0.1-1
totem 3.34.1-1
totem-pl-parser 3.26.4-1
tracker 2.3.0-2
tracker-miners 2.3.0-2
transmission-cli 2.94-2
tre 0.8.0-5
tslib 1.21-1
ttf-dejavu 2.37-2
ttf-droid 20121017-7
ttf-font-awesome 5.11.2-1
ttf-inconsolata 1:2.0.0.1-3
ttf-liberation 2.00.5-2
ttf-mathtype 6.9-1
ttf-monaco 6.1-3
ttf-ms-win10 10.0.18362.116-1
ttf-unifont 12.1.03-1
twolame 0.4.0-2
tzdata 2019c-2
udisks2 2.8.4-1
unarchiver 1.10.1-8
unicode-emoji 11.0-1
unigine-valley 1.0-1
unity-editor 1:2019.2.12f1-1
unityhub 2.1.3-1
unzip 6.0-13
upower 0.99.11-1
urxvt-fullscreen 1-1
urxvt-resize-font-git 19.854ba29-1
usbmuxd 1.1.0+48+g1cc8b34-3
usbredir 0.8.0-1
usbutils 012-1
util-linux 2.34-6
v4l-utils 1.16.7-1
vde2 2.3.2-13
vi 1:070224-3
vid.stab 1.1-2
vim 8.1.2268-2
vim-runtime 8.1.2268-2
vim-spell-de 20190731-1
vim-spell-en 20190731-1
vim-taglist 46-4
vino 3.22.0+60+gd29a4f2-1
virglrenderer 0.8.0-1
virtualbox 6.0.14-3
virtualbox-guest-iso 6.0.14-1
virtualbox-host-modules-arch 6.0.14-7
virtualgl 2.6.2-1
vlc 3.0.8-6
volume_key 0.3.12-2
vte-common 0.58.2-1
vte3 0.58.2-1
vulkan-icd-loader 1.1.127-1
w3m 0.5.3.git20190105-1
wavpack 5.1.0-2
wayland 1.17.0-1
wayland-protocols 1.18-1
webkit2gtk 2.26.2-2
webrtc-audio-processing 0.3.1-1
wget 1.20.3-2
which 2.21-4
wildmidi 0.4.3-1
wine 4.20-1
wine-mono 4.9.3-1
wine_gecko 2.47-2
wmctrl 1.07-5
woff2 1.0.2-1
wpa_supplicant 2:2.9-1
wpebackend-fdo 1.4.0-1
wxgtk-common 3.0.4-2
wxgtk3 3.0.4-2
x264 3:0.157.r2980.34c06d1-1
x265 3.2.1-1
xbitmaps 1.1.2-1
xcb-proto 1.13-4
xcb-util 0.4.0-2
xcb-util-cursor 0.1.3-2
xcb-util-image 0.4.0-2
xcb-util-keysyms 0.4.0-2
xcb-util-renderutil 0.3.9-2
xcb-util-wm 0.4.1-2
xcb-util-xrm 1.3-1
xdg-dbus-proxy 0.1.2-1
xdg-user-dirs 0.17-2
xdg-user-dirs-gtk 0.10+9+g5b7efc6-2
xdg-utils 1.1.3+18+g0547886-2
xf86-input-libinput 0.29.0-1
xf86-video-vesa 2.4.0-2
xfconf 4.14.1-1
xfsprogs 5.2.1-2
xkeyboard-config 2.28-1
xmlsec 1.2.29-1
xorg-bdftopcf 1.1-1
xorg-docs 1.7.1-2
xorg-font-util 1.3.2-1
xorg-font-utils 7.6-5
xorg-fonts-100dpi 1.0.3-4
xorg-fonts-75dpi 1.0.3-4
xorg-fonts-alias 1.0.3-2
xorg-fonts-encodings 1.0.5-1
xorg-iceauth 1.0.8-1
xorg-luit 1.1.1-3
xorg-mkfontscale 1.2.1-1
xorg-server 1.20.5-4
xorg-server-common 1.20.5-4
xorg-server-devel 1.20.5-4
xorg-server-xdmx 1.20.5-4
xorg-server-xephyr 1.20.5-4
xorg-server-xnest 1.20.5-4
xorg-server-xvfb 1.20.5-4
xorg-server-xwayland 1.20.5-4
xorg-sessreg 1.1.2-1
xorg-setxkbmap 1.3.2-1
xorg-smproxy 1.0.6-2
xorg-util-macros 1.19.2-1
xorg-x11perf 1.6.1-1
xorg-xauth 1.1-1
xorg-xbacklight 1.2.3-1
xorg-xcmsdb 1.0.5-2
xorg-xcursorgen 1.0.7-1
xorg-xdpyinfo 1.3.2-2
xorg-xdriinfo 1.0.6-1
xorg-xev 1.2.3-1
xorg-xgamma 1.0.6-2
xorg-xhost 1.0.8-1
xorg-xinit 1.4.1-1
xorg-xinput 1.6.3-1
xorg-xkbcomp 1.4.2+7+g29fda8e-1
xorg-xkbevd 1.1.4-2
xorg-xkbutils 1.0.4-3
xorg-xkill 1.0.5-1
xorg-xlsatoms 1.1.3-1
xorg-xlsclients 1.1.4-1
xorg-xmodmap 1.0.10-1
xorg-xpr 1.0.5-1
xorg-xprop 1.2.4-1
xorg-xrandr 1.5.1-1
xorg-xrdb 1.2.0-1
xorg-xrefresh 1.0.6-1
xorg-xset 1.2.4-1
xorg-xsetroot 1.1.2-1
xorg-xvinfo 1.1.4-1
xorg-xwd 1.0.7-1
xorg-xwininfo 1.1.5-1
xorg-xwud 1.0.5-1
xorgproto 2019.2-1
xterm 350-1
xvidcore 1.3.5-1
xz 5.2.4-2
yajl 2.1.0-2
yay 9.4.2-1
yelp 3.34.0-1
yelp-xsl 3.34.0-1
youtube-dl 2019.11.05-1
zbar 0.23-2
zenity 3.32.0+17+gfb0938f-1
zeromq 4.3.2-1
zip 3.0-8
zita-alsa-pcmi 0.3.2-2
zita-resampler 1.6.2-2
zlib 1:1.2.11-3
zsh 5.7.1-1
zstd 1.4.3-1
zvbi 0.2.35-3
